AC44MT48,"ACO  4  4AG 1/2 CORT 4,8-45CM",FA88904,XYM652G,12
PDO1MR40ER,"BIOPDO 1 AG1/2 CIL4,0-90CM",,Z359T,24
PDO1MR40R,"BIOPDO 1 AG1/2 CIL4,0-70CM",274001,Z353H,24
PDO1MR48ER,"BIOPDO 1 AG1/2 CIL4,8-90CM",,Z371T,24
PDO1MR65L,"BIOPDO 1 AG1/2 CIL6,5-1,2CM-L",964001,,24
PDO20MR25R,"BIOPDO 2-0 AG1/2 CIL2,5-70CM",244020MT,Z333H,24
PDO20MR35R,"BIOPDO 2-0 AG1/2 CIL3,5-70CM",264020,Z339H,24
PDO30MR35R,"BIOPDO 3-0 AG1/2 CIL3,5-70CM",,Z338H,24
PDO4MTC48R,"BIOPDO 4 AG1/2 COR4,8-70CM",,,12
PDO0MT37O,"BIOPDO 0 AG1/2 COR3,7-70CM",,Z534T,24
PDO1MT20O,"BIOPDO 1 AG1/2 COR2,0-70CM",,Z695H,24
PGCL0CR31G,"PGCL-25 0 AG3/8 CIL3,1-70CM",,CF114T,24
PGCL0MR26G,"PGCL-25 0 AG1/2 CIL2,6-70CM",245010,CF124T,24
PGCL1CR31G,"PGCL-25 1 AG3/8 CIL3,1-70CM",,CF115T,24
PGCL20CR31G,"PGCL-25 2-0 AG3/8 CIL3,1-70CM",155020,CF113T,24
PGCL20MR26G,"PGCL-25 2-0 AG1/2 CIL2,6-70CM",245020,CF123T,24
PGCL20MR30G,"PGCL-25 2-0 AG1/2 CIL3,0-70CM",,,24
PGCL30CR31G,"PGCL-25 3-0 AG3/8 CIL3,1-70CM",155030,CF112T,24
PGCL30MR25G,"PGCL-25 3-0 AG1/2 CIL2,5-70CM",245030,CF122T,24
PGCL40CR31G,"PGCL-25 4-0 AG3/8 CIL3,1-70CM",,CF111T,24
PGCL40MR25G,"PGCL-25 4-0 AG1/2 CIL2,5-70CM",245040,CF121T,24
PGCL0MR35R,"PGCL-25 0 AG1/2 CIL3,5-70CM",265000,CF812T,24
PGCL0MR40R,"PGCL-25 0 AG1/2 CIL4,0-70CM",275000,CF802T,24
PGCL0MR48ER,"PGCL-25 0 AG1/2 CIL4,8-90CM",,CF904T,24
PGCL0MR48R,"PGCL-25 0 AG1/2 CIL4,8-70CM",,CF864T,24
PGCL1MR35R,"PGCL-25 1 AG1/2 CIL3,5-70CM",,CF813T,24
PGCL1MR40R,"PGCL-25 1 AG1/2 CIL4,0-70CM",275001,CF803T,24
PGCL1MR48ER,"PGCL-25 1 AG1/2 CIL4,8-90CM",,CF905T,24
PGCL20MR35R,"PGCL-25 2-0 AG1/2 CIL3,5-70CM",265020,CF811T,24
PGCL20MR40R,"PGCL-25 2-0 AG1/2 CIL4,0-70CM",275020,CF801T,24
PGCL30MR35R,"PGCL-25 3-0 AG1/2 CIL3,5-70CM",,CF810T,24
PGCL30MR17,"PGCL-25 3-0 AG1/2 CIL1,7-70CM",,CF204T,24
PGCL40MR15,"PGCL-25 4-0 AG1/2 CIL1,5-70CM",225040,,24
PGCL40MR17,"PGCL-25 4-0 AG1/2 CIL1,7-70CM",,CF203T,24
PGCL50MR15,"PGCL-25 5-0 AG1/2 CIL1,5-70CM",225050,,24
PGCL50MR17,"PGCL-25 5-0 AG1/2 CIL1,7-70CM",,CF202T,24
PGCL30CT19IES3,"PGCL-25 3-0 AG3/8 COR1,9-70CM",,,12
PGCL30CT24IES3,"PGCL-25 3-0 AG3/8 COR2,4-70CM",,,12
PGCL40CT19IES3,"PGCL-25 4-0 AG3/8 COR1,9-70CM",,,12
PGCL40CT19IS3,"PGCL-25 4-0 AG3/8 COR1,9-45CM",,,12
PGCL50CT19IS3,"PGCL-25 5-0 AG3/8 COR1,9-45CM",,,12
PL202MR22AP,"POLIPRO 2-0 2AG1/2 CIL2,2-75CM",2PP23620,9523T,24
PL202MR26AP,"POLIPRO 2-0 2AG1/2 CIL2,6-75CM",2PP24620,8723T,24
PL302MR17AP,"POLIPRO 3-0 2AG1/2 CIL1,7-75CM",2PP22630,9558T,24
PL302MR22AP,"POLIPRO 3-0 2AG1/2 CIL2,2-75CM",2PP23630,9522T,24
PL302MR26AP,"POLIPRO 3-0 2AG1/2 CIL2,6-75CM",2PP24630,8722T,24
PL302MR31EAP,"POLIPRO 3-0 2AG1/2 CIL3,1-90CM",2PP25630,8822T,24
PL402MR13AP,"POLIPRO 4-0 2AG1/2 CIL1,3-60CM",,8204T,24
PL402MR17AP,"POLIPRO 4-0 2AG1/2 CIL1,7-75CM",2PP22640,9557T,24
PL402MR22AP,"POLIPRO 4-0 2AG1/2 CIL2,2-75CM",,9521T,24
PL402MR26EAP,"POLIPRO 4-0 2AG1/2 CIL2,6-90CM",2PP24640,8521T,24
PL502MR10AP,"POLIPRO 5-0 2AG1/2 CIL1,0-75CM",2PP21650,7831T,24
PL502MR17AP,"POLIPRO 5-0 2AG1/2 CIL1,7-75CM",,9556T,24
PL602CR10AP,"POLIPRO 6-0 2AG3/8 CIL1,0-75CM",,M8709T,24
PL602CR13AP,"POLIPRO 6-0 2AG3/8 CIL1,3-75CM",2PP82660,M8706T,24
PL702CR10AP,"POLIPRO 7-0 2AG3/8 CIL1,0-75CM",2PP81670,M8703T,24
PL702CR93AP,"POLIPRO 7-0 2AG3/8 CIL0,93-60C",2PP11670,M8702T,24
PL802CR65AP,"POLIPRO 8-0 2AG3/8 CIL0,65-45C",,8730T,24
PEV02CR50,"POLIEST 0 2AG 3/8 CIL5,0-75CM",2PL19710,BR44T,24
PEV202MR20,"POLIEST 2-0 2AG1/2 CIL2,0-75CM",2PL23720,BR763T,24
PEV202MR22T,"POLI 2-0 2AG1/2 CIL2,2-75CM-TF",2PL8372E,BP93T,24
PEV302MR17,"POLIEST 3-0 2AG 1/2 CIL1,7-75C",,B552T,24
PEV302MR20,"POLIEST 3-0 2AG1/2 CIL2,0-75CM",2PL23730,BR762T,24
PEV302MR22T,"POLI 3-0 2AG1/2 CIL2,2-75CM-TF",2PL8373E,BP92T,24
PEV302MR26,"POLIEST 3-0 2AG1/2 CIL2,6-75CM",2PL24730,B562T,24
PEV402MR15,"POLIEST 4-0 2AG1/2 CIL1,5-75CM",2PL22740,B551T,24
PEV502MR15,"POLIEST 5-0 2AG1/2 CIL1,5-75CM",,B550T,24
ABS30CT19IAP,"ABS PGA 3-0 AG3/8 COR1,9-45CM",,,12
ABS30CT19IEAP,"ABS PGA 3-0 AG3/8 COR1,9-70CM",,,12
ABS30CT24IAP,"ABS PGA 3-0 AG3/8 COR2,4-45CM",441030XF,JP683G,12
ABS30CT24IEAP,"ABS PGA 3-0 AG3/8 COR2,4-70CM",,,12
ABS40CT19IAP,"ABS PGA 4-0 AG3/8 COR1,9-45CM",433040XF,JP496G,12
ABS40CT19IEAP,"ABS PGA 4-0 AG3/8 COR1,9-70CM",,,12
ABS40CT24IAP,"ABS PGA 4-0 AG3/8 COR2,4-45CM",,,12
ABS40CT24IEAP,"ABS PGA 4-0 AG3/8 COR2,4-70CM",,,12
ABS50CT19IAP,"ABS PGA 5-0 AG3/8 COR1,9-45CM",,,12
NL30CT19AP,"NYLON 3-0 AG3/8 COR1,9-45CM",,,24
NL30CT19EAP,"NYLON 3-0 AG3/8 COR1,9-70CM",,,24
NL30CT24AP,"NYLON 3-0 AG3/8 COR2,4-45CM",NPXF84330,P1663T,24
NL30CT24EAP,"NYLON 3-0 AG3/8 COR2,4-70CM",,,24
NL40CT19AP,"NYLON 4-0 AG3/8 COR1,9-45CM",NPXF83340,P1667T,24
NL40CT19EAP,"NYLON 4-0 AG3/8 COR1,9-70CM",,,24
NL40CT24AP,"NYLON 4-0 AG3/8 COR2,4-45CM",NPXF84340,P1664T,24
NL40CT24EAP,"NYLON 4-0 AG3/8 COR2,4-70CM",,,24
NL40MT16AP,"NYLON 4-0 AG1/2 COR1,6-45CM",NPXF52340,P1662T,24
NL50CT13AP,"NYLON 5-0 AG3/8 COR1,3-45CM",NPK42350V,P698T,24
NL50CT16AP,"NYLON 5-0 AG3/8 COR1,6-45CM",NPXF82350,P1668T,24
NL50CT19AP,"NYLON 5-0 AG3/8 COR1,9-45CM",NPXF83350,P1666T,24
NL50MT16AP,"NYLON 5-0 AG1/2 COR1,6-45CM",NPXF52350,P1661T,24
NL60CT13AP,"NYLON 6-0 AG3/8 COR1,3-45CM",,P1698T,24
NL60CT16AP,"NYLON 6-0 AG3/8 COR1,6-45CM",NPXF82360,P1665T,24
NL30CT19IAP,"NYLON 3-0 AG3/8 COR1,9-45CM",,,24
NL30CT19IEAP,"NYLON 3-0 AG3/8 COR1,9-70CM",,,24
NL30CT24IAP,"NYLON 3-0 AG3/8 COR2,4-45CM",,P1163T,24
NL30CT24IEAP,"NYLON 3-0 AG3/8 COR2,4-70CM",,,24
NL40CT19IAP,"NYLON 4-0 AG3/8 COR1,9-45CM",NBXF83340,P1611T,24
NL40CT19IEAP,"NYLON 4-0 AG3/8 COR1,9-70CM",,,24
NL40CT24IAP,"NYLON 4-0 AG3/8 COR2,4-45CM",,,24
NL40CT24IEAP,"NYLON 4-0 AG3/8 COR2,4-70CM",,,24
NL40MT16IAP,"NYLON 4-0 AG1/2 COR1,6-45CM",NBXF52340,P1603T,24
NL50CT16IAP,"NYLON 5-0 AG3/8 COR1,6-45CM",,,24
NL50CT19IAP,"NYLON 5-0 AG3/8 COR1,9-45CM",NBXF83350,,24
NL50MT16IAP,"NYLON 5-0 AG1/2 COR1,6-45CM",NBXF52350,P1602T,24
NL60CT16IAP,"NYLON 6-0 AG3/8 COR1,6-45CM",,,24
PGCL30CT19IAP,"PGCL-25 3-0 AG3/8 COR1,9-45CM",,,12
PGCL30CT19IEAP,"PGCL-25 3-0 AG3/8 COR1,9-70CM",935030XF,XYY427H,12
PGCL30CT24IAP,"PGCL-25 3-0 AG3/8 COR2,4-45CM",,,12
PGCL30CT24IEAP,"PGCL-25 3-0 AG3/8 COR2,4-70CM",945030XF,XYY936H,12
PGCL40CT19IAP,"PGCL-25 4-0 AG3/8 COR1,9-45CM",435040XF,XYY496G,12
PGCL40CT19IEAP,"PGCL-25 4-0 AG3/8 COR1,9-70CM",935040XF,XYY426H,12
PGCL40CT24IAP,"PGCL-25 4-0 AG3/8 COR2,4-45CM",,,12
PGCL40CT24IEAP,"PGCL-25 4-0 AG3/8 COR2,4-70CM",435040TME,,12
PGCL50CT19IAP,"PGCL-25 5-0 AG3/8 COR1,9-45CM",435050XF,XYY495G,12
PL30CT24AP,"POLIPRO 3-0 AG3/8 COR2,4-45CM",,,24
PL40CT19AP,"POLIPRO 4-0 AG3/8 COR1,94-45CM",,P8682T,24
PL50CT16AP,"POLIPRO 5-0 AG3/8 COR1,6-45CM",,,24
ABS10CE65,"ABS PGA 10-0 AG3/8 ESP6,5-10CM",,V960G,12
ABS502YE80,"ABS PGA 5-0 2AG1/4 ESP8,0-45CM",601050,XYJ571G,12
ABS602CE65,"ABS PGA 6-0 2AG3/8 ESP6,5-45CM",,,12
ABS602YE65,"ABS PGA 6-0 2AG1/4 ESP6,5-45CM",651060,XYJ544G,12
ABS602YE80,"ABS PGA 6-0 2AG1/4 ESP8,0-45CM",601060,XYJ570G,12
ABS702CE65,"ABS PGA 7-0 2AG3/8 ESP6,5-45CM",601070E,XYJ546G,12
ABS70CE65,"ABS PGA 7-0 AG3/8 ESP6,5-30CM",,,12
ABS70CR65,"ABS PGA 7-0 AG3/8 CIL6,5-30CM",,,12
ABS802CE65,"ABS PGA 8-0 2AG3/8 ESP6,5-30CM",601080,XYJ548G,12
NL102CE62,"NYLON 10-0 2AG3/8 ESP0,62-30CM",NP5610,,12
NL102CE65,"NYLON 10-0 2AG3/8 ESP0,65-30CM",NP5510,XY7718G,12
NL102CR50ME55,NL10-0 3/8CL5MM 1/2ES55MM-30CM,,,12
NL102ME55,"NYLON 10-0 2AG1/2 ESP0,55-30CM",NP5710,XY9000G,12
NL10CE65,"NYLON 10-0 AG3/8 ESP0,65-20CM",NP5410,7618G,12
NL112CE62,"NYLON 11-0 2AG3/8 ESP0,62-30CM",,,12
NL502YE65,"NYLON 5-0 2AG1/4 ESP0,65-45C",NPK5550D,,12
NL60CT11AP,"NYLON 6-0 AG3/8 COR1,1-45CM",NPXF81360,P697T,24
NL702CE80,"NYLON 7-0 2AG3/8 ESP0,80-45CM",,,12
NL802YE65,"NYLON 8-0 2AG1/4 ESP0,65-30CM",NP6580,XY1714G,12
NL902CE65,"NYLON 9-0 2AG3/8 ESP0,65-30CM",NP6590,XY7717G,12
PEB502YE85,"POLIES 5-0 2AG1/4 ESP0,85-45CM",PL8750,XY1760G,12
PEB602YE80,"POLIES 6-0 2AG1/4 ESP0,80-45CM",PL7960,XY1722G,12
PL102CE65,"POLIP 10-0 2AG3/8 ESP0,65-30CM",PP6510,XY1771G,12
PL102CE65RE16,"POLIP10-0AG3/8ESP0,65-1,6X30CM",,,12
PL102RE16,"POLIPRO 10-0 2AG RETA 1,6-30CM",PP7510,,12
PL102RE16E,"POLIPRO 10-0 2AG RETA 1,6-20CM",,1713G,12
PL702CE80,"POLIPR 7-0 2AG3/8 ESP0,80-45CM",,,12
PL902CE65,"POLIPR 9-0 2AG3/8 ESP0,65-30CM",,,12
PL902CE65RE16,"POLIPRO9-0AGRETA0,65-1,6X30CM",,,12
PL902RE16,"POLIP9-0 2AG 1,6RETA 1,6-30CM",,,12
SD40CR13,"SEDA 4-0 AG3/8 CIL1,3-45CM",SP11440,XY790G,12
SD40CT13,"SEDA 4-0 AG3/8 COR1,3-45CM",SP48440,XY789G,12
SD602CE65,"SEDA 6-0 2 AG3/8 ESP0,65-45CM",SP6060,XY1732G,12
SD702CE65,"SEDA 7-0 2 AG3/8 ESP0,65-45CM",SP6070,XY7733G,12
SD802CE65,"SEDA 8-0 2 AG3/8 ESP0,65-45CM",SP6080,,12
NL30MT17S3,"NYLON 3-0 AG1/2 COR1,7-45CM",NP52330,13503T,24
NL40MT17S3,"NYLON 4-0 AG1/2 COR1,7-45CM",NP52340,13502T,24
NL50MT17S3,"NYLON 5-0 AG1/2 COR1,7-45CM",NP52350,13501T,24
KCZGUT,KIT CESAREA COM CATGUT,KC120,CK120G,12
KOBSCC0,KIT OBS CATGUT CROMADO 0,KO210,KO125G,12
KOBSCC20,KIT OBS CATGUT CROMADO 2-0,KO220,KO124G,12
KOBSCS0,KIT OBS BIOGUT SIMPLES 0,KO110,KO105G,12
KOBSCS20,KIT OBS BIOGUT SIMPLES 2-0,KO120,KO104G,12
KCZABS,KIT CESAREA ABS SINTETICO-PGA,,,12
KCZPGCLE,KIT CESAREA  PGCL SINTETICO,KPM220DE,YCK13G,12
KCZPGLA,KIT CESAREA  PGLA SINTETICO,KPGT120,JCK12G,12
KOBSABS0,KIT OBS ABS SINTETICO 0,,,12
KOBSABS20,KIT OBS ABS SINTETICO 2-0,KOPY120,,12
KNL10SD40,KIT CATARATA-CLASSIC 2 AGULHAS,KD5510,KF410G,12
KNL10SD40E,KIT CATARATA-CLASSIC 1 AGULHA,KS5510,KF310G,12
BKVALPEVB17,KIT TROCA VALVULA CARDIO MR17,VOK720,AKV15G,6
BKVALPEVB22,KIT TROCA VALVULA CARDIO MR22,VMK720,KV15G,6
BKVALPEVB22T,KIT TROCA VALVULA CARDIO MR22T,VMK720AT,EKAT15G,6
BKANGIO,KIT ANGIOPLASTIA,,HK46T,12
BC0CT20,"BC NYLON 0 AG3/8 COR2,0-45CM",,,24
BC0CT25,"BC NYLON 0 AG3/8 COR2,5-45CM",,,24
BC0CT30,"BC NYLON 0 AG3/8 COR3,0-45CM",,,24
BC0CT40,"BC NYLON 0 AG3/8 COR4,0-45CM",,,24
BC1CT30,"BC NYLON 1 AG3/8 COR3,0-45CM",,,24
BC20CT20,"BC NYLON 2-0 AG3/8 COR2,0-45CM",,,24
BC20CT25,"BC NYLON 2-0 AG3/8 COR2,5-45CM",,,24
BC20CT30,"BC NYLON 2-0 AG3/8 COR3,0-45CM",,,24
BC20CT35,"BC NYLON 2-0 AG3/8 COR3,5-45CM",,,24
BC20CT40,"BC NYLON 2-0 AG3/8 COR4,0-45CM",,,24
BC30CT20,"BC NYLON 3-0 AG3/8 COR2,0-45CM",,,24
BC30CT25,"BC NYLON 3-0 AG3/8 COR2,5-45CM",,,24
BC30CT30,"BC NYLON 3-0 AG3/8 COR3,0-45CM",,,24
BC40CT20,"BC NYLON 4-0 AG3/8 COR2,0-45CM",,,24
BC40CT25,"BC NYLON 4-0 AG3/8 COR2,5-45CM",,,24
BC40CT30,"BC NYLON 4-0 AG3/8 COR3,0-45CM",,,24
BC40MT25,"BC NYLON 4-0 AG1/2 COR2,5-45CM",,,24
BC50CT20,"BC NYLON 5-0 AG3/8 COR2,0-45CM",,,24
BC50MT25,"BC NYLON 5-0 AG1/2 COR2,5-45CM",,,24
BC60CT20,"BC NYLON 6-0 AG3/8 COR2,0-45CM",,,24
BC60MT15,"BC NYLON 6-0 AG1/2 COR1,5-45CM",,,24
BC30MT17,"BC NYLON 3-0 AG1/2 COR1,7-45CM",,,24
BC40MT17,"BC NYLON 4-0 AG1/2 COR1,7-45CM",,,24
BC50MT17,"BC NYLON 5-0 AG1/2 COR1,7-45CM",,,24
SBC0CR30G,"BC SEDA 0 AG3/8 CIL3,0-75CM",,,24
SBC20CR30G,"BC SEDA 2-0 AG3/8 CIL3,0-75CM",,,24
SBC30CR30G,"BC SEDA 3-0 AG3/8 CIL3,0-75CM",,,24
SBC20MT17,"BC SEDA 2-0 AG1/2 COR1,7-45CM",,,24
SBC30MT17,"BC SEDA 3-0 AG1/2 COR1,7-45CM",,,24
SBC40MT17,"BC SEDA 4-0 AG1/2 COR1,7-45CM",,,24
SBC50MT17,"BC SEDA 5-0 AG1/2 COR1,7-45CM",,,24
SBC0SA45,BC SEDA 0 S/AG 15X45CM,,,24
SBC1SA45,BC SEDA 1 S/AG 15X45CM,,,24
SBC20SA45,BC SEDA 2-0 S/AG 15X45CM,,,24
SBC30SA45,BC SEDA 3-0 S/AG 15X45CM,,,24
WAXBIO25B,"CERA PARA OSSO WAXBIO 2,5G BAS",COC1000,XYW31G,12
BFCARDIO35X40,"FITA CARDIÁCA 3,5MM X 40CM",,,24
BFCARDIO35X80,"FITA CARDIACA 3,5MM X 80CM",FC500,FAB46T,24
BMPL10-10QU,BIOMALHA PL 10X10 QUA UNIL,,XYPMSX1,1
BMPL15-15QU,BIOMALHA PL 15X15 QUA UNIL,PPL1515,XYPMH1,1
BMPL25-35RU,BIOMALHA PL 25X35 RET UNIL,,XYPMLX1,1
BMPL30-30QU,BIOMALHA PL 30X30 QUA UNIL,PPL3030,XYPML1,1
BMPL35-35QU,BIOMALHA PL 35X35 QUA UNIL,,,1
"BMPL7,6-15RU","BIOMALHA PL 7,6X15 RET UNIL",,XYPMII1,1